Tms,397,Acc,-1.85,2.44,-9.64,Rot,-0.07,-0.01,0.01,A1,969,TC,nan,TS,25.00,
Tms,528,Acc,-1.91,2.38,-9.58,Rot,-0.09,-0.02,0.03,A1,964,TC,0.00,TS,25.00,
Tms,660,Acc,-1.87,2.45,-9.57,Rot,-0.10,-0.03,0.05,A1,969,TC,0.00,TS,25.00,
Tms,792,Acc,-1.88,2.50,-9.57,Rot,-0.08,-0.02,0.01,A1,964,TC,0.00,TS,25.00,
Tms,925,Acc,-1.89,2.40,-9.57,Rot,-0.08,-0.01,0.01,A1,964,TC,0.00,TS,25.00,
Tms,1057,Acc,-1.89,2.42,-9.58,Rot,-0.08,-0.02,0.02,A1,968,TC,1920.00,TS,25.00,
Tms,1189,Acc,-1.88,2.43,-9.58,Rot,-0.08,-0.02,0.02,A1,963,TC,0.00,TS,25.00,
Tms,1325,Acc,-1.90,2.44,-9.57,Rot,-0.08,-0.02,0.02,A1,964,TC,0.00,TS,25.00,
Tms,1457,Acc,-1.90,2.43,-9.59,Rot,-0.08,-0.02,0.02,A1,968,TC,nan,TS,25.00,
Tms,1589,Acc,-1.90,2.44,-9.60,Rot,-0.08,-0.02,0.02,A1,963,TC,0.00,TS,25.00,
Tms,1721,Acc,-1.88,2.42,-9.57,Rot,-0.08,-0.02,0.02,A1,967,TC,0.00,TS,25.00,
Tms,1853,Acc,-1.97,2.53,-9.54,Rot,-0.06,-0.01,0.01,A1,963,TC,0.00,TS,25.00,
Tms,1985,Acc,-1.89,2.41,-9.60,Rot,-0.07,-0.01,-0.01,A1,963,TC,0.00,TS,25.00,
Tms,2118,Acc,-1.88,2.34,-9.59,Rot,-0.09,-0.02,0.03,A1,967,TC,0.00,TS,25.00,
Tms,2252,Acc,-1.92,2.44,-9.58,Rot,-0.09,-0.02,0.03,A1,962,TC,0.00,TS,25.00,
Tms,2385,Acc,-1.88,2.46,-9.56,Rot,-0.08,-0.01,0.01,A1,966,TC,0.00,TS,25.00,
Tms,2518,Acc,-1.90,2.40,-9.60,Rot,-0.08,-0.02,0.01,A1,967,TC,nan,TS,25.00,
Tms,2649,Acc,-1.89,2.41,-9.59,Rot,-0.08,-0.02,0.02,A1,961,TC,0.00,TS,25.00,
Tms,2782,Acc,-1.90,2.43,-9.56,Rot,-0.08,-0.02,0.02,A1,967,TC,0.00,TS,25.00,
Tms,2914,Acc,-1.90,2.45,-9.60,Rot,-0.08,-0.01,0.02,A1,962,TC,0.00,TS,25.00,
Tms,3046,Acc,-1.89,2.44,-9.57,Rot,-0.08,-0.01,0.01,A1,961,TC,0.00,TS,25.00,
Tms,3181,Acc,-1.90,2.34,-9.54,Rot,-0.09,-0.02,0.04,A1,966,TC,0.00,TS,25.00,
Tms,3313,Acc,-1.93,2.49,-9.57,Rot,-0.09,-0.01,0.03,A1,961,TC,0.00,TS,25.00,
Tms,3445,Acc,-1.90,2.44,-9.56,Rot,-0.08,-0.04,0.01,A1,966,TC,0.00,TS,25.00,
Tms,3578,Acc,-1.92,2.45,-9.58,Rot,-0.07,0.01,0.01,A1,965,TC,nan,TS,25.00,
Tms,3709,Acc,-1.96,2.40,-9.58,Rot,-0.06,-0.01,-0.02,A1,961,TC,0.00,TS,25.00,
Tms,3842,Acc,-1.92,2.38,-9.56,Rot,-0.09,-0.01,0.02,A1,966,TC,0.00,TS,25.00,
Tms,3977,Acc,-1.90,2.44,-9.62,Rot,-0.09,-0.03,0.03,A1,961,TC,0.00,TS,25.00,
Tms,4109,Acc,-2.12,2.27,-9.53,Rot,-0.02,0.02,-0.09,A1,961,TC,0.00,TS,25.00,
Tms,4241,Acc,-2.47,2.12,-9.60,Rot,-0.01,0.07,0.02,A1,966,TC,2040.00,TS,25.00,
Tms,4374,Acc,-2.72,1.76,-9.52,Rot,0.08,0.28,-0.76,A1,961,TC,0.00,TS,25.00,
Tms,4545,Acc,-1.52,5.26,-9.05,Rot,0.14,0.19,-0.79,A1,965,TC,0.00,TS,25.00,
