Tms,672,Acc,-2.06,3.09,-9.34,Rot,-0.08,-0.05,-0.01,A1,990,TC,0.00,TS,25.00,
Tms,804,Acc,-1.95,3.02,-9.33,Rot,-0.08,-0.05,0.00,A1,990,TC,0.00,TS,25.00,
Tms,936,Acc,-1.92,2.98,-9.28,Rot,-0.09,-0.01,0.01,A1,990,TC,0.00,TS,25.00,
Tms,1069,Acc,-1.94,2.99,-9.35,Rot,-0.09,-0.00,0.03,A1,990,TC,0.00,TS,25.00,
Tms,1201,Acc,-1.96,2.97,-9.29,Rot,-0.09,0.02,0.05,A1,988,TC,0.00,TS,25.00,
Tms,1333,Acc,-1.94,3.08,-9.46,Rot,-0.09,0.03,0.05,A1,988,TC,0.00,TS,25.00,
Tms,1466,Acc,-2.03,3.13,-9.55,Rot,-0.09,0.01,0.06,A1,988,TC,0.00,TS,25.00,
Tms,1600,Acc,-2.13,3.27,-9.61,Rot,-0.10,-0.02,0.05,A1,987,TC,0.00,TS,25.00,
Tms,1732,Acc,-2.09,3.36,-9.54,Rot,-0.06,-0.03,0.01,A1,986,TC,0.00,TS,25.00,
Tms,1865,Acc,-2.10,3.06,-9.43,Rot,-0.05,0.05,0.03,A1,986,TC,0.00,TS,25.00,
Tms,1997,Acc,-2.04,3.15,-9.49,Rot,-0.09,-0.04,0.02,A1,984,TC,0.00,TS,25.00,
Tms,2129,Acc,-1.98,3.06,-9.33,Rot,-0.08,0.01,0.02,A1,984,TC,0.00,TS,25.00,
Tms,2262,Acc,-1.95,2.97,-9.34,Rot,-0.09,0.01,0.03,A1,984,TC,0.00,TS,25.00,
